
# Curve 0 of 1, 100 points
# Curve title: "rand(0)"
# x y type
-10  0.0109626  i
-9.79798  0.674934  i
-9.59596  0.380979  i
-9.39394  0.408998  i
-9.19192  0.852002  i
-8.9899  0.372433  i
-8.78788  0.446895  i
-8.58586  0.490599  i
-8.38384  0.212817  i
-8.18182  0.982216  i
-7.9798  0.755171  i
-7.77778  0.525665  i
-7.57576  0.683603  i
-7.37374  0.0901414  i
-7.17172  0.220852  i
-6.9697  0.401663  i
-6.76768  0.594207  i
-6.56566  0.331016  i
-6.36364  0.0844852  i
-6.16162  0.371027  i
-5.9596  0.318942  i
-5.75758  0.304433  i
-5.55556  0.0339759  i
-5.35354  0.891479  i
-5.15152  0.119067  i
-4.94949  0.904353  i
-4.74747  0.937675  i
-4.54545  0.960171  i
-4.34343  0.0665854  i
-4.14141  0.607162  i
-3.93939  0.367832  i
-3.73737  0.539769  i
-3.53535  0.31734  i
-3.33333  0.277847  i
-3.13131  0.624845  i
-2.92929  0.50547  i
-2.72727  0.481193  i
-2.52525  0.785189  i
-2.32323  0.981308  i
-2.12121  0.781978  i
-1.91919  0.0595719  i
-1.71717  0.162804  i
-1.51515  0.445572  i
-1.31313  0.82552  i
-1.11111  0.502994  i
-0.909091  0.0962828  i
-0.707071  0.49437  i
-0.505051  0.949473  i
-0.30303  0.287463  i
-0.10101  0.592128  i
 0.10101  0.547365  i
 0.30303  0.876148  i
 0.505051  0.293563  i
 0.707071  0.468065  i
 0.909091  0.9304  i
 1.11111  0.70279  i
 1.31313  0.294097  i
 1.51515  0.990454  i
 1.71717  0.919349  i
 1.91919  0.0381078  i
 2.12121  0.550217  i
 2.32323  0.467291  i
 2.52525  0.221888  i
 2.72727  0.390448  i
 2.92929  0.941001  i
 3.13131  0.488258  i
 3.33333  0.411339  i
 3.53535  0.978322  i
 3.73737  0.333435  i
 3.93939  0.345615  i
 4.14141  0.829774  i
 4.34343  0.919982  i
 4.54545  0.284833  i
 4.74747  0.575004  i
 4.94949  0.877944  i
 5.15152  0.746962  i
 5.35354  0.532436  i
 5.55556  0.798827  i
 5.75758  0.256419  i
 5.9596  0.684025  i
 6.16162  0.181484  i
 6.36364  0.932416  i
 6.56566  0.351319  i
 6.76768  0.428158  i
 6.9697  0.207387  i
 7.17172  0.119601  i
 7.37374  0.708569  i
 7.57576  0.194413  i
 7.77778  0.853793  i
 7.9798  0.501095  i
 8.18182  0.241266  i
 8.38384  0.505001  i
 8.58586  0.70738  i
 8.78788  0.650899  i
 8.9899  0.983286  i
 9.19192  0.687464  i
 9.39394  0.849515  i
 9.59596  0.91982  i
 9.79798  0.600983  i
 10  0.862229  i

