0.071978 0.825708
0.135504 0.515989
-0.020453 0.927202
0.028670 0.950790
-0.009534 0.242729
0.001621 0.927257
0.140289 0.654857
-0.085614 0.239310
-0.008772 0.722629
0.153823 0.754080
-0.255133 0.446895
-0.018801 0.212817
0.051330 0.683603
-0.196675 0.594207
-0.257947 0.318942
0.214325 0.367832
0.079537 0.317340
0.010940 0.481193
0.184255 0.547365
-0.063869 0.930400
-0.065419 0.221888
-0.023483 0.411339
0.368049 0.181484
-0.143684 0.207387
0.002189 0.241266
0.010003 0.707380
0.061771 0.640059
0.032557 0.370363
0.162943 0.610856
0.044239 0.293796
0.027906 0.516497
-0.186604 0.718024
0.300524 0.265806
-0.117726 0.894781
0.133184 0.574890
-0.213075 0.193350
0.015459 0.194967
0.046781 0.790432
0.180087 0.685263
0.014637 0.578480
-0.302259 0.431281
0.046389 0.222878
0.077311 0.084125
-0.133727 0.804757
-0.019517 0.584482
-0.104254 0.525539
0.124426 0.260700
0.244575 0.074247
-0.167109 0.308408
-0.187142 0.453992
-0.138736 0.723483
0.109469 0.228764
0.248972 0.593402
0.056739 0.091642
-0.211106 0.251595
-0.102004 0.855214
0.079322 0.294528
0.049813 0.086930
0.071507 0.223141
-0.161493 0.569456
0.000787 0.277263
0.124129 0.729877
-0.166622 0.159225
0.128995 0.111485
-0.266879 0.352572
-0.321908 0.336018
0.049412 0.742489
0.073456 0.070845
0.112448 0.290060
0.138503 0.456414
-0.031062 0.100995
0.029134 0.158237
0.135289 0.396300
-0.076986 0.841077
-0.095021 0.176290
-0.202148 0.258857
0.228812 0.444085
-0.143551 0.107873
0.275855 0.112131
-0.199694 0.516093
0.166410 0.743772
0.001247 0.737603
-0.130891 0.458065
0.094233 0.150439
0.040547 0.638638
0.268404 0.510429
0.096267 0.430210
0.045515 0.164924
-0.114843 0.070488
-0.063534 0.919781
0.186897 0.124013
0.163579 0.597880
0.286111 0.325989
0.183077 0.327797
-0.272869 0.507956
-0.047541 0.910674
-0.236657 0.200247
0.224568 0.196030
0.271983 0.310891
0.028677 0.091147
0.192752 0.562859
-0.289620 0.325092
-0.221289 0.317867
-0.258467 0.482333
-0.148976 0.062406
0.130766 0.795058
-0.264642 0.278453
0.110341 0.458812
-0.193063 0.245952
0.257499 0.432880
0.016145 0.167170
0.066651 0.712906
-0.030647 0.271149
-0.049675 0.523874
0.166917 0.067505
-0.142041 0.114297
-0.264544 0.380418
-0.080122 0.272270
0.111444 0.259159
-0.203854 0.352871
0.206228 0.215250
0.023235 0.583154
-0.288495 0.377137
0.179931 0.562235
-0.098229 0.148909
0.291856 0.443394
-0.032899 0.254913
-0.248677 0.473289
0.220276 0.583092
0.112841 0.726183
-0.093191 0.797671
-0.044234 0.523324
-0.045758 0.961699
0.159595 0.115141
-0.165040 0.041655
-0.197679 0.043026
0.050263 0.575469
-0.037902 0.439631
0.018081 0.731441
-0.002285 0.375661
-0.249065 0.400246
0.354690 0.230927
0.298682 0.406019
-0.265077 0.258008
0.075607 0.631086
0.191534 0.408455
0.216837 0.639426
0.017980 0.227119
-0.060050 0.920380
0.195437 0.136493
0.077770 0.282048
-0.203232 0.343876
-0.073949 0.788100
0.173930 0.177268
-0.209742 0.299636
-0.091263 0.306273
-0.087261 0.351854
-0.136054 0.111991
0.001289 0.429746
-0.165561 0.807030
-0.018134 0.425124
0.171350 0.244483
0.141173 0.870308
0.172941 0.205570
0.306431 0.242755
-0.055081 0.562754
0.189931 0.421382
0.181618 0.239356
-0.106461 0.392870
-0.112326 0.756771
-0.093351 0.606795
0.189143 0.280201
0.328628 0.284634
-0.172638 0.105885
-0.325861 0.206178
-0.228802 0.623695
0.299143 0.244756
0.087211 0.376895
0.092717 0.417002
-0.079982 0.643189
0.039770 0.640192
0.102336 0.017367
-0.177107 0.479083
0.086419 0.935935
-0.191131 0.708550
-0.036421 0.817134
0.140300 0.362925
0.273746 0.477671
0.088773 0.913339
0.067182 0.274440
0.029066 0.182055
-0.121537 0.850736
-0.136579 0.656988
-0.000370 0.629607
-0.023168 0.410293
0.144808 0.406598
0.218696 0.093782
-0.044728 0.161711
-0.272599 0.205157
-0.253244 0.462848
-0.090270 0.538710
-0.201424 0.198779
0.005479 0.207841
